Regel;Tijdstip aangemaakt;Meldingsoort;Melding;Referentie
1739;2019-08-18 09:35:00.93254;Mededeling;In total 3,001 Document(s) are imported into Data Mart within this task.;
1740;2019-08-18 09:35:00.932579;Transactie;Database changes committed.;
1741;2019-08-18 09:35:01.104014;Transactie;Database changes committed.;
1742;2019-08-18 09:35:01.361501;Mededeling;In total 4,001 Document(s) are imported into Data Mart within this task.;
1743;2019-08-18 09:35:01.361541;Transactie;Database changes committed.;
1744;2019-08-18 09:35:01.54608;Transactie;Database changes committed.;
1745;2019-08-18 09:35:01.801444;Mededeling;In total 5,001 Document(s) are imported into Data Mart within this task.;
1746;2019-08-18 09:35:01.801539;Transactie;Database changes committed.;
1747;2019-08-18 09:35:01.990876;Transactie;Database changes committed.;
1748;2019-08-18 09:35:02.252114;Mededeling;In total 6,001 Document(s) are imported into Data Mart within this task.;
1749;2019-08-18 09:35:02.252155;Transactie;Database changes committed.;
1750;2019-08-18 09:35:02.53072;Transactie;Database changes committed.;
1751;2019-08-18 09:35:02.79336;Mededeling;In total 7,001 Document(s) are imported into Data Mart within this task.;
1752;2019-08-18 09:35:02.793399;Transactie;Database changes committed.;
1753;2019-08-18 09:35:02.974699;Transactie;Database changes committed.;
1754;2019-08-18 09:35:03.234088;Mededeling;In total 8,001 Document(s) are imported into Data Mart within this task.;
1755;2019-08-18 09:35:03.234127;Transactie;Database changes committed.;
1756;2019-08-18 09:35:03.45265;Transactie;Database changes committed.;
1757;2019-08-18 09:35:03.705802;Mededeling;In total 9,001 Document(s) are imported into Data Mart within this task.;
1758;2019-08-18 09:35:03.705841;Transactie;Database changes committed.;
1759;2019-08-18 09:35:03.881454;Transactie;Database changes committed.;
1760;2019-08-18 09:35:04.142161;Mededeling;In total 10,001 Document(s) are imported into Data Mart within this task.;
1761;2019-08-18 09:35:04.142201;Transactie;Database changes committed.;
1762;2019-08-18 09:35:04.495181;Transactie;Database changes committed.;
1763;2019-08-18 09:35:04.751008;Mededeling;In total 11,001 Document(s) are imported into Data Mart within this task.;
1764;2019-08-18 09:35:04.751052;Transactie;Database changes committed.;
1765;2019-08-18 09:35:04.868414;Transactie;Database changes committed.;
1766;2019-08-18 09:35:04.872072;Succesmelding;The import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_documents_00983.xml.gz' has been successfully completed.;
1767;2019-08-18 09:35:04.872167;Mededeling;In total 11,001 Document(s) are imported into Data Mart within this task.;
1768;2019-08-18 09:35:04.872223;Transactie;Database changes committed.;
1769;2019-08-18 09:35:04.877215;Transactie;Database changes committed.;
1770;2019-08-18 09:35:04.880603;Mededeling;11,001 Document(s) are successfully imported, 0 Document(s) have not been imported due to errors.;
1771;2019-08-18 09:35:04.880642;Mededeling;The task 'Import documents to MIS' ended.;
1772;2019-08-18 09:35:04.880663;Transactie;Database changes committed.;
1773;2019-08-18 09:35:05.300095;Records per minuut;Speed of processing entity Document(s): 6,889 per minute.;
1774;2019-08-18 09:35:05.300137;Mededeling;The task 'Import Reference data communications to MIS' started.;
1775;2019-08-18 09:35:05.30017;Mededeling;Import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_communications_ref_00983.xml.gz' has been initialized.;
1776;2019-08-18 09:35:05.30019;Succesmelding;The import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_communications_ref_00983.xml.gz' has been successfully completed.;
1777;2019-08-18 09:35:05.300209;Transactie;Database changes committed.;
1778;2019-08-18 09:35:05.305392;Mededeling;The task 'Import Reference data communications to MIS' ended.;
1779;2019-08-18 09:35:05.305431;Transactie;Database changes committed.;
1780;2019-08-18 09:38:13.187781;Mededeling;The task 'Import communications to MIS' started.;
1781;2019-08-18 09:38:13.187847;Mededeling;Import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_communications_00983.xml.gz' has been initialized.;
1782;2019-08-18 09:38:13.187869;Mededeling;In total 1,001 Communication(s) are imported into Data Mart within this task.;
1783;2019-08-18 09:38:13.187887;Transactie;Database changes committed.;
1784;2019-08-18 09:38:24.468362;Transactie;Database changes committed.;
1785;2019-08-18 09:38:25.777955;Mededeling;In total 2,001 Communication(s) are imported into Data Mart within this task.;
1786;2019-08-18 09:38:25.778068;Transactie;Database changes committed.;
1787;2019-08-18 09:38:31.909186;Transactie;Database changes committed.;
1788;2019-08-18 09:38:33.187381;Mededeling;In total 3,001 Communication(s) are imported into Data Mart within this task.;
1789;2019-08-18 09:38:33.187441;Transactie;Database changes committed.;
1790;2019-08-18 09:38:37.535607;Transactie;Database changes committed.;
1791;2019-08-18 09:38:38.743775;Mededeling;In total 4,001 Communication(s) are imported into Data Mart within this task.;
1792;2019-08-18 09:38:38.743852;Transactie;Database changes committed.;
1793;2019-08-18 09:38:45.707859;Transactie;Database changes committed.;
1794;2019-08-18 09:38:46.771942;Succesmelding;The import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_communications_00983.xml.gz' has been successfully completed.;
1795;2019-08-18 09:38:46.77204;Mededeling;In total 4,830 Communication(s) are imported into Data Mart within this task.;
1796;2019-08-18 09:38:46.772069;Transactie;Database changes committed.;
1797;2019-08-18 09:38:50.778438;Transactie;Database changes committed.;
1798;2019-08-18 09:38:50.781843;Mededeling;4,830 Communication(s) are successfully imported, 0 Communication(s) have not been imported due to errors.;
1799;2019-08-18 09:38:50.78189;Mededeling;The task 'Import communications to MIS' ended.;
1800;2019-08-18 09:38:50.781912;Transactie;Database changes committed.;
1801;2019-08-18 09:38:50.978842;Records per minuut;Speed of processing entity Communication(s): 1,285 per minute.;
1802;2019-08-18 09:38:50.978925;Mededeling;The task 'Import requested informations into Data Mart' started.;
1803;2019-08-18 09:38:50.978954;Mededeling;Import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_requestedInformations_00983.xml.gz' has been initialized.;
1804;2019-08-18 09:38:50.978994;Succesmelding;The import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_requestedInformations_00983.xml.gz' has been successfully completed.;
1805;2019-08-18 09:38:50.979029;Transactie;Database changes committed.;
1806;2019-08-18 09:38:50.982403;Mededeling;0 Requested information are successfully imported, 0 Requested information have not been imported due to errors.;
1807;2019-08-18 09:38:50.982444;Mededeling;The task 'Import requested informations into Data Mart' ended.;
1808;2019-08-18 09:38:50.982466;Transactie;Database changes committed.;
1809;2019-08-18 09:38:51.029147;Mededeling;The task 'Import of fraud check references to Data Mart' started.;
1810;2019-08-18 09:38:51.029239;Mededeling;Import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_fraudcheck_ref_00983.xml.gz' has been initialized.;
1811;2019-08-18 09:38:51.029261;Succesmelding;The import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_fraudcheck_ref_00983.xml.gz' has been successfully completed.;
1812;2019-08-18 09:38:51.029285;Mededeling;The first  7 fraud check reference(s) are being imported into Data Mart.;
1813;2019-08-18 09:38:51.029308;Transactie;Database changes committed.;
1814;2019-08-18 09:38:51.077708;Transactie;Database changes committed.;
1815;2019-08-18 09:38:51.080853;Mededeling;The task 'Import of fraud check references to Data Mart' ended.;
1816;2019-08-18 09:38:51.080943;Transactie;Database changes committed.;
1817;2019-08-18 09:38:58.022644;Mededeling;The task 'Import of fraud checks to Data Mart ' started.;
1818;2019-08-18 09:38:58.022723;Mededeling;Import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_fraudcheck_00983.xml.gz' has been initialized.;
1819;2019-08-18 09:38:58.022748;Succesmelding;The import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_fraudcheck_00983.xml.gz' has been successfully completed.;
1820;2019-08-18 09:38:58.022792;Mededeling;The first  666 fraud check(s) are being imported into Data Mart.;
1821;2019-08-18 09:38:58.022815;Transactie;Database changes committed.;
1822;2019-08-18 09:38:58.780117;Transactie;Database changes committed.;
1823;2019-08-18 09:38:58.784862;Mededeling;666 fraud check(s) are successfully imported, 0 fraud check(s) have not been imported due to errors.;
1824;2019-08-18 09:38:58.784905;Mededeling;The task 'Import of fraud checks to Data Mart ' ended.;
1825;2019-08-18 09:38:58.784927;Transactie;Database changes committed.;
1826;2019-08-18 09:38:58.846061;Mededeling;The task 'Import reference data for claim groups to MIS' started.;
1827;2019-08-18 09:38:58.8461;Mededeling;Import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_claimgroups_ref_00983.xml.gz' has been initialized.;
1828;2019-08-18 09:38:58.846122;Succesmelding;The import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_claimgroups_ref_00983.xml.gz' has been successfully completed.;
1829;2019-08-18 09:38:58.846149;Transactie;Database changes committed.;
1830;2019-08-18 09:38:58.85064;Mededeling;The task 'Import reference data for claim groups to MIS' ended.;
1831;2019-08-18 09:38:58.850678;Transactie;Database changes committed.;
1832;2019-08-18 09:38:58.889123;Mededeling;The task 'Import main entities Claim Groups to MIS' started.;
1833;2019-08-18 09:38:58.889173;Mededeling;Import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_claimgroups_00983.xml.gz' has been initialized.;
1834;2019-08-18 09:38:58.889196;Succesmelding;The import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_claimgroups_00983.xml.gz' has been successfully completed.;
1835;2019-08-18 09:38:58.889218;Transactie;Database changes committed.;
1836;2019-08-18 09:38:58.893979;Mededeling;0 Claim Group(s) are successfully imported, 0 Claim Group(s) have not been imported due to errors.;
1837;2019-08-18 09:38:58.894042;Mededeling;The task 'Import main entities Claim Groups to MIS' ended.;
1838;2019-08-18 09:38:58.894066;Transactie;Database changes committed.;
1839;2019-08-18 09:38:59.068999;Mededeling;The task 'Import reference data for car collision liability messages to MIS' started.;
1840;2019-08-18 09:38:59.069043;Mededeling;Import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_carcollisionliabilitymessages_ref_00983.xml.gz' has been initialized.;
1841;2019-08-18 09:38:59.069066;Succesmelding;The import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_carcollisionliabilitymessages_ref_00983.xml.gz' has been successfully completed.;
1842;2019-08-18 09:38:59.069085;Transactie;Database changes committed.;
1843;2019-08-18 09:38:59.076843;Mededeling;The task 'Import reference data for car collision liability messages to MIS' ended.;
1844;2019-08-18 09:38:59.076882;Transactie;Database changes committed.;
1845;2019-08-18 09:38:59.135417;Mededeling;The task 'Import main entities car collision liability messages to MIS' started.;
1846;2019-08-18 09:38:59.135456;Mededeling;Import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_carcollisionliabilitymessages_00983.xml.gz' has been initialized.;
1847;2019-08-18 09:38:59.135478;Succesmelding;The import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_carcollisionliabilitymessages_00983.xml.gz' has been successfully completed.;
1848;2019-08-18 09:38:59.135497;Transactie;Database changes committed.;
1849;2019-08-18 09:38:59.140193;Mededeling;0 Car Collision Liability Message(s) are successfully imported, 0 Car Collision Liability Message(s) have not been imported due to errors.;
1850;2019-08-18 09:38:59.140232;Mededeling;The task 'Import main entities car collision liability messages to MIS' ended.;
1851;2019-08-18 09:38:59.140255;Transactie;Database changes committed.;
1852;2019-08-18 09:38:59.180417;Mededeling;The task 'Import reference data Tasks into Data Mart' started.;
1853;2019-08-18 09:38:59.180459;Mededeling;Import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_usertasks_ref_00983.xml.gz' has been initialized.;
1854;2019-08-18 09:38:59.180481;Succesmelding;The import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_usertasks_ref_00983.xml.gz' has been successfully completed.;
1855;2019-08-18 09:38:59.180501;Transactie;Database changes committed.;
1856;2019-08-18 09:38:59.18516;Mededeling;The task 'Import reference data Tasks into Data Mart' ended.;
1857;2019-08-18 09:38:59.185198;Transactie;Database changes committed.;
1858;2019-08-18 09:38:59.627644;Mededeling;The task 'Import main entities Tasks into Data Mart' started.;
1859;2019-08-18 09:38:59.627685;Mededeling;Import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_usertasks_00983.xml.gz' has been initialized.;
1860;2019-08-18 09:38:59.627707;Succesmelding;The import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_usertasks_00983.xml.gz' has been successfully completed.;
1861;2019-08-18 09:38:59.62773;Mededeling;The first  438 task(s) are being imported into Data Mart.;
1862;2019-08-18 09:38:59.627749;Transactie;Database changes committed.;
1863;2019-08-18 09:39:00.67546;Transactie;Database changes committed.;
1864;2019-08-18 09:39:00.679002;Mededeling;438 task(s) are successfully imported, 0 task(s) have not been imported due to errors.;
1865;2019-08-18 09:39:00.679046;Mededeling;The task 'Import main entities Tasks into Data Mart' ended.;
1866;2019-08-18 09:39:00.679067;Transactie;Database changes committed.;
1867;2019-08-18 09:39:00.752336;Mededeling;The task 'Import period loss to MIS' started.;
1868;2019-08-18 09:39:00.752376;Mededeling;Import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_periodLoss_00983.xml.gz' has been initialized.;
1869;2019-08-18 09:39:00.752414;Succesmelding;The import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_periodLoss_00983.xml.gz' has been successfully completed.;
1870;2019-08-18 09:39:00.752437;Transactie;Database changes committed.;
1871;2019-08-18 09:39:00.757026;Mededeling;0 Period loss(es) are successfully imported, 0 Period loss(es) have not been imported due to errors.;
1872;2019-08-18 09:39:00.757064;Mededeling;The task 'Import period loss to MIS' ended.;
1873;2019-08-18 09:39:00.757086;Transactie;Database changes committed.;
1874;2019-08-18 09:39:00.824046;Mededeling;The task 'Import Claim Risk Transfers to Data Mart' started.;
